Close,Date,High,Low,Market_cap,Name,Open,Ticker,Volume
134.2100067138672,2013-04-28T23:59:59.999Z,135.97999572753906,132.10000610351562,1488566728.25,Bitcoin,135.3000030517578,BTC,0
144.5399932861328,2013-04-29T23:59:59.999Z,147.48800659179688,134,1603768864.5,Bitcoin,134.44400024414062,BTC,0
139,2013-04-30T23:59:59.999Z,146.92999267578125,134.0500030517578,1542813125,Bitcoin,144,BTC,0
116.98999786376953,2013-05-01T23:59:59.999Z,139.88999938964844,107.72000122070312,1298954593.75,Bitcoin,139,BTC,0
105.20999908447266,2013-05-02T23:59:59.999Z,125.5999984741211,92.28189849853516,1168517495.25,Bitcoin,116.37999725341797,BTC,0
97.75,2013-05-03T23:59:59.999Z,108.12799835205078,79.0999984741211,1085995168.75,Bitcoin,106.25,BTC,0
112.5,2013-05-04T23:59:59.999Z,115,92.5,1250316562.5,Bitcoin,98.0999984741211,BTC,0
115.91000366210938,2013-05-05T23:59:59.999Z,118.80000305175781,107.14299774169922,1288693175.5,Bitcoin,112.9000015258789,BTC,0
112.30000305175781,2013-05-06T23:59:59.999Z,124.66300201416016,106.63999938964844,1249023060,Bitcoin,115.9800033569336,BTC,0
111.5,2013-05-07T23:59:59.999Z,113.44400024414062,97.69999694824219,1240593600,Bitcoin,112.25,BTC,0
113.56600189208984,2013-05-08T23:59:59.999Z,115.77999877929688,109.5999984741211,1264049202.15,Bitcoin,109.5999984741211,BTC,0
112.66999816894531,2013-05-09T23:59:59.999Z,113.45999908447266,109.26000213623047,1254535382,Bitcoin,113.19999694824219,BTC,0
117.19999694824219,2013-05-10T23:59:59.999Z,122,111.5510025024414,1305479080,Bitcoin,112.79900360107422,BTC,0
115.24299621582031,2013-05-11T23:59:59.999Z,118.67900085449219,113.01000213623047,1284207489.42,Bitcoin,117.69999694824219,BTC,0
115,2013-05-12T23:59:59.999Z,117.4489974975586,113.43499755859375,1281982625,Bitcoin,115.63999938964844,BTC,0
117.9800033569336,2013-05-13T23:59:59.999Z,118.6989974975586,114.5,1315710010.5,Bitcoin,114.81999969482422,BTC,0
111.5,2013-05-14T23:59:59.999Z,119.80000305175781,110.25,1243874487.5,Bitcoin,117.9800033569336,BTC,0
114.22000122070312,2013-05-15T23:59:59.999Z,115.80999755859375,103.5,1274623812.5,Bitcoin,111.4000015258789,BTC,0
118.76000213623047,2013-05-16T23:59:59.999Z,118.76000213623047,112.19999694824219,1325726787,Bitcoin,114.22000122070312,BTC,0
123.01499938964844,2013-05-17T23:59:59.999Z,125.30000305175781,116.57099914550781,1373723881.88,Bitcoin,118.20999908447266,BTC,0
123.49800109863281,2013-05-18T23:59:59.999Z,125.25,122.30000305175781,1379574545.85,Bitcoin,123.5,BTC,0
121.98999786376953,2013-05-19T23:59:59.999Z,124.5,119.57099914550781,1363204702.75,Bitcoin,123.21099853515625,BTC,0
122,2013-05-20T23:59:59.999Z,123.62100219726562,120.12000274658203,1363709900,Bitcoin,122.5,BTC,0
122.87999725341797,2013-05-21T23:59:59.999Z,123,121.20999908447266,1374013440,Bitcoin,122.0199966430664,BTC,0
123.88899993896484,2013-05-22T23:59:59.999Z,124.0009994506836,122,1385778992.85,Bitcoin,122.88999938964844,BTC,0
126.69999694824219,2013-05-23T23:59:59.999Z,126.93399810791016,123.0999984741211,1417769832.5,Bitcoin,123.80000305175781,BTC,0
133.1999969482422,2013-05-24T23:59:59.999Z,133.85000610351562,125.71900177001953,1491070770,Bitcoin,126.30000305175781,BTC,0
131.97999572753906,2013-05-25T23:59:59.999Z,133.218994140625,128.89999389648438,1477958233,Bitcoin,133.10000610351562,BTC,0
133.47999572753906,2013-05-26T23:59:59.999Z,136,130.61500549316406,1495293015,Bitcoin,131.98599243164062,BTC,0
129.7449951171875,2013-05-27T23:59:59.999Z,135.46499633789062,124.69999694824219,1454029509.62,Bitcoin,133.5,BTC,0
129,2013-05-28T23:59:59.999Z,130.5800018310547,125.5999984741211,1446189975,Bitcoin,129.77000427246094,BTC,0
132.3000030517578,2013-05-29T23:59:59.999Z,132.58999633789062,127.66200256347656,1483734577.5,Bitcoin,129,BTC,0
128.7989959716797,2013-05-30T23:59:59.999Z,132.25,127,1445053940.55,Bitcoin,132.25,BTC,0
129,2013-05-31T23:59:59.999Z,129.89999389648438,126.4000015258789,1447870200,Bitcoin,128.7989959716797,BTC,0
129.3000030517578,2013-06-01T23:59:59.999Z,129.77999877929688,127.1989974975586,1451916165,Bitcoin,128.81500244140625,BTC,0
122.29199981689453,2013-06-02T23:59:59.999Z,129.39999389648438,115.05000305175781,1373837499.9,Bitcoin,129.3000030517578,BTC,0
122.22200012207031,2013-06-03T23:59:59.999Z,122.5,116,1373708057.9,Bitcoin,122.5,BTC,0
121.41999816894531,2013-06-04T23:59:59.999Z,123.83999633789062,119.0999984741211,1365337545,Bitcoin,120.73699951171875,BTC,0
121.6500015258789,2013-06-05T23:59:59.999Z,123.46900177001953,119.89900207519531,1368486468.75,Bitcoin,121.4000015258789,BTC,0
118,2013-06-06T23:59:59.999Z,123.0999984741211,117.25,1327960200,Bitcoin,121.9000015258789,BTC,0
111.5,2013-06-07T23:59:59.999Z,119,106.41999816894531,1255258637.5,Bitcoin,118.97000122070312,BTC,0
108.30000305175781,2013-06-08T23:59:59.999Z,111.41500091552734,107.30000305175781,1219717920,Bitcoin,111,BTC,0
100,2013-06-09T23:59:59.999Z,108.98999786376953,88.5,1126642500,Bitcoin,107.89199829101562,BTC,0
106.3499984741211,2013-06-10T23:59:59.999Z,110.10099792480469,95.00199890136719,1198638945,Bitcoin,100.43699645996094,BTC,0
108.9000015258789,2013-06-11T23:59:59.999Z,109.5999984741211,104,1227874725,Bitcoin,106.3499984741211,BTC,0
108.1500015258789,2013-06-12T23:59:59.999Z,111.78700256347656,106.73400115966797,1219969852.5,Bitcoin,109,BTC,0
104,2013-06-13T23:59:59.999Z,110.30000305175781,100.52999877929688,1173637400,Bitcoin,108.7760009765625,BTC,0
99.97889709472656,2013-06-14T23:59:59.999Z,104.69999694824219,98,1128709292.08,Bitcoin,103.9489974975586,BTC,0
99.98809814453125,2013-06-15T23:59:59.999Z,103.69999694824219,98,1129245603.78,Bitcoin,100,BTC,0
99.51000213623047,2013-06-16T23:59:59.999Z,101.5999984741211,98.94660186767578,1124306271.75,Bitcoin,99.80000305175781,BTC,0
101.69999694824219,2013-06-17T23:59:59.999Z,102.20999908447266,99,1149418485,Bitcoin,99.9000015258789,BTC,0
107.4000015258789,2013-06-18T23:59:59.999Z,111.11100006103516,101.03299713134766,1214216070,Bitcoin,101.94999694824219,BTC,0
108.25,2013-06-19T23:59:59.999Z,110.2249984741211,105.75499725341797,1224193837.5,Bitcoin,107.05000305175781,BTC,0
110.1500015258789,2013-06-20T23:59:59.999Z,114.30000305175781,107.5,1246104920,Bitcoin,108.2509994506836,BTC,0
109.5,2013-06-21T23:59:59.999Z,114.98999786376953,107.68499755859375,1239214237.5,Bitcoin,111.29000091552734,BTC,0
108.30000305175781,2013-06-22T23:59:59.999Z,109.95600128173828,107.51399993896484,1226110327.5,Bitcoin,109.5,BTC,0
107.5999984741211,2013-06-23T23:59:59.999Z,108.80000305175781,106.23400115966797,1218626490,Bitcoin,108.19999694824219,BTC,0
102.73699951171875,2013-06-24T23:59:59.999Z,108.33399963378906,100.9800033569336,1163935725.67,Bitcoin,107.9000015258789,BTC,0
103.94999694824219,2013-06-25T23:59:59.999Z,106.47000122070312,101.01000213623047,1178086140,Bitcoin,102.08999633789062,BTC,0
104,2013-06-26T23:59:59.999Z,105.48899841308594,102.79199981689453,1179105200,Bitcoin,103.3290023803711,BTC,0
101.43699645996094,2013-06-27T23:59:59.999Z,104,101.0999984741211,1150468022.9,Bitcoin,104,BTC,0
94.64920043945312,2013-06-28T23:59:59.999Z,101.73699951171875,92.33300018310547,1073887456.97,Bitcoin,101.73699951171875,BTC,0
94.99400329589844,2013-06-29T23:59:59.999Z,99.98999786376953,93,1078198523.95,Bitcoin,94.66000366210938,BTC,0
96.61399841308594,2013-06-30T23:59:59.999Z,98.12229919433594,94.22229766845703,1096957771.35,Bitcoin,94.9990005493164,BTC,0
88.05000305175781,2013-07-01T23:59:59.999Z,97.66490173339844,86.29720306396484,1000065296.25,Bitcoin,97.51000213623047,BTC,0
90.13400268554688,2013-07-02T23:59:59.999Z,92.30000305175781,87.51000213623047,1024082227.85,Bitcoin,88.05000305175781,BTC,0
77.52999877929688,2013-07-03T23:59:59.999Z,90.981201171875,76.97920227050781,881233115.5,Bitcoin,90.40499877929688,BTC,0
80.52580261230469,2013-07-04T23:59:59.999Z,83.1050033569336,72,915618608.9,Bitcoin,78.88999938964844,BTC,0
68.43099975585938,2013-07-05T23:59:59.999Z,80,65.5260009765625,778411178.875,Bitcoin,79.98999786376953,BTC,0
70.27729797363281,2013-07-06T23:59:59.999Z,75,66.81999969482422,799741618.54,Bitcoin,68.50499725341797,BTC,0
74.56109619140625,2013-07-07T23:59:59.999Z,74.56109619140625,66.62000274658203,848838978.923,Bitcoin,68.7490005493164,BTC,0
76.51599884033203,2013-07-08T23:59:59.999Z,80,72.5999984741211,871457940.1,Bitcoin,76.5,BTC,0
76.69400024414062,2013-07-09T23:59:59.999Z,78.30000305175781,72.5199966430664,873841849.25,Bitcoin,76,BTC,0
86.76000213623047,2013-07-10T23:59:59.999Z,87,76.19999694824219,988957719,Bitcoin,76.72000122070312,BTC,0
88.9800033569336,2013-07-11T23:59:59.999Z,90.27999877929688,85.07990264892578,1014650062.5,Bitcoin,88,BTC,0
93.59490203857422,2013-07-12T23:59:59.999Z,104,88.16600036621094,1067634684.43,Bitcoin,88.97899627685547,BTC,0
98.13390350341797,2013-07-13T23:59:59.999Z,98.25,88.06220245361328,1119796119.51,Bitcoin,93.98989868164062,BTC,0
94.69129943847656,2013-07-14T23:59:59.999Z,98.69999694824219,92.86000061035156,1080917760.48,Bitcoin,98.69999694824219,BTC,0
98.40019989013672,2013-07-15T23:59:59.999Z,101.9000015258789,93.11000061035156,1123658943.86,Bitcoin,93.6050033569336,BTC,0
97.45079803466797,2013-07-16T23:59:59.999Z,99.86229705810547,96.1416015625,1113217032.45,Bitcoin,98.89029693603516,BTC,0
98.5,2013-07-17T23:59:59.999Z,99.97000122070312,96.18000030517578,1125658000,Bitcoin,96.70999908447266,BTC,0
90.58000183105469,2013-07-18T23:59:59.999Z,98.80000305175781,86.19999694824219,1035512824.5,Bitcoin,98.5,BTC,0
92.16999816894531,2013-07-19T23:59:59.999Z,95.20010375976562,87.80000305175781,1054083771,Bitcoin,90.06890106201172,BTC,0
89.39009857177734,2013-07-20T23:59:59.999Z,93.0999984741211,89.27110290527344,1022707664.6,Bitcoin,92,BTC,0
90.7573013305664,2013-07-21T23:59:59.999Z,91.94999694824219,88,1038798980.07,Bitcoin,89.82140350341797,BTC,0
91.61000061035156,2013-07-22T23:59:59.999Z,91.99800109863281,90.07540130615234,1048939080.5,Bitcoin,91.99800109863281,BTC,0
95.55850219726562,2013-07-23T23:59:59.999Z,96.81929779052734,91.5999984741211,1094484057.67,Bitcoin,91.5999984741211,BTC,0
